OG	K	P	FDR_P	interpretation
11601	2.33	0.0583	0.261817926988	nonsignificant
12177	1.74	0.0583	0.261817926988	nonsignificant
14069	0.46	0.0583	0.261817926988	nonsignificant
15211	0.83	0.0582	0.261817926988	nonsignificant
10741	2.5	0.0585	0.262203318152	nonsignificant
16706	3.04	0.0585	0.262203318152	nonsignificant
18667	0.32	0.0585	0.262203318152	nonsignificant
13011	1.38	0.0586	0.262480754226	nonsignificant
13892	0.79	0.0587	0.26275782976	nonsignificant
15520	0.24	0.059	0.263929220779	nonsignificant
13706	0.81	0.0592	0.264652044127	nonsignificant
11338	0.73	0.0595	0.265304530744	nonsignificant
12316	0.67	0.0595	0.265304530744	nonsignificant
12601	1.41	0.0595	0.265304530744	nonsignificant
17115	8.02	0.0595	0.265304530744	nonsignificant
12870	1.21	0.0596	0.265406851972	nonsignificant
14638	1.22	0.0596	0.265406851972	nonsignificant
18082	0.63	0.0598	0.266125452196	nonsignificant
17857	1.76	0.0599	0.266398386056	nonsignificant
14367	1.66	0.06	0.266499032882	nonsignificant
16035	0.74	0.06	0.266499032882	nonsignificant
18978	0.24	0.0601	0.266771198454	nonsignificant
13323	0.81	0.0602	0.266799421965	nonsignificant
15125	0.82	0.0602	0.266799421965	nonsignificant
18269	0.87	0.0603	0.266799421965	nonsignificant
18398	0.24	0.0603	0.266799421965	nonsignificant
18937	1.61	0.0603	0.266799421965	nonsignificant
16295	1.41	0.0605	0.267340923669	nonsignificant
18415	0.74	0.0605	0.267340923669	nonsignificant
18148	0.43	0.0606	0.267611153846	nonsignificant
12580	0.76	0.0607	0.267709539052	nonsignificant
15058	1.49	0.0607	0.267709539052	nonsignificant
14078	1.69	0.0608	0.267979014715	nonsignificant
15004	0.83	0.061	0.268174218251	nonsignificant
15815	0.84	0.061	0.268174218251	nonsignificant
16191	1.96	0.0609	0.268174218251	nonsignificant
18469	0.75	0.061	0.268174218251	nonsignificant
16668	1.67	0.0611	0.268442538265	nonsignificant
12543	26.05	0.0614	0.269416942675	nonsignificant
17245	1.46	0.0614	0.269416942675	nonsignificant
13751	0.81	0.0615	0.269683959262	nonsignificant
12257	0.77	0.0617	0.26987384127	nonsignificant
13674	0.81	0.0617	0.26987384127	nonsignificant
14603	0.53	0.0617	0.26987384127	nonsignificant
14847	1.33	0.0616	0.26987384127	nonsignificant
16817	1.32	0.0618	0.270139720812	nonsignificant
11966	0.66	0.062	0.270156862745	nonsignificant
12918	1.16	0.062	0.270156862745	nonsignificant
13040	1.26	0.062	0.270156862745	nonsignificant
16775	0.0	0.0619	0.270156862745	nonsignificant
17229	0.62	0.062	0.270156862745	nonsignificant
14244	0.77	0.0621	0.270421554994	nonsignificant
12550	1.4	0.0625	0.271476986129	nonsignificant
12911	1.46	0.0625	0.271476986129	nonsignificant
14096	0.79	0.0625	0.271476986129	nonsignificant
15272	0.0	0.0624	0.271476986129	nonsignificant
11266	0.72	0.0628	0.272608191556	nonsignificant
13140	0.82	0.0629	0.27287034005	nonsignificant
13090	0.21	0.0631	0.273393647799	nonsignificant
15315	20.85	0.0631	0.273393647799	nonsignificant
13236	1.72	0.0635	0.274436323714	nonsignificant
13980	5.43	0.0635	0.274436323714	nonsignificant
15596	0.72	0.0635	0.274436323714	nonsignificant
17900	0.83	0.0635	0.274436323714	nonsignificant
10351	0.82	0.0637	0.274698875	nonsignificant
10601	0.85	0.0638	0.274698875	nonsignificant
11989	0.72	0.0637	0.274698875	nonsignificant
13282	1.63	0.0638	0.274698875	nonsignificant
15531	1.42	0.0637	0.274698875	nonsignificant
19027	0.63	0.0638	0.274698875	nonsignificant
12905	0.76	0.064	0.274872817955	nonsignificant
13289	1.46	0.064	0.274872817955	nonsignificant
17616	2.56	0.0639	0.274872817955	nonsignificant
17617	14.13	0.064	0.274872817955	nonsignificant
17955	0.78	0.0642	0.27556	nonsignificant
14169	0.45	0.0643	0.275817372354	nonsignificant
10885	0.69	0.0646	0.276072828784	nonsignificant
12732	0.66	0.0646	0.276072828784	nonsignificant
14790	0.7	0.0646	0.276072828784	nonsignificant
15630	1.63	0.0645	0.276072828784	nonsignificant
18075	1.38	0.0646	0.276072828784	nonsignificant
18475	1.95	0.0645	0.276072828784	nonsignificant
12302	0.82	0.0647	0.27615755886	nonsignificant
15243	1.46	0.0647	0.27615755886	nonsignificant
11617	50.0	0.0648	0.276242079208	nonsignificant
16749	1.23	0.0648	0.276242079208	nonsignificant
11663	49.5	0.0654	0.278627458256	nonsignificant
13205	0.86	0.0655	0.278881025958	nonsignificant
19641	0.45	0.0656	0.27913428042	nonsignificant
14628	0.81	0.0657	0.279387222222	nonsignificant
13251	0.77	0.0658	0.279467447596	nonsignificant
18130	1.5	0.0658	0.279467447596	nonsignificant
18156	0.0	0.0659	0.279719716574	nonsignificant
17692	0.0	0.0661	0.280395874384	nonsignificant
15992	1.44	0.0662	0.280647261538	nonsignificant
15521	0.69	0.0663	0.280898339483	nonsignificant
13689	1.19	0.0665	0.281572526122	nonsignificant
19098	0.46	0.0666	0.281822727273	nonsignificant
17363	47.83	0.0668	0.282495518723	nonsignificant
14635	1.27	0.067	0.282993868792	nonsignificant
18184	0.16	0.067	0.282993868792	nonsignificant
11308	0.91	0.0671	0.283069136558	nonsignificant
13169	1.18	0.0671	0.283069136558	nonsignificant
14533	0.3	0.0672	0.28331750306	nonsignificant
12529	0.68	0.0677	0.285076589242	nonsignificant
15009	0.57	0.0677	0.285076589242	nonsignificant
10959	1.74	0.0682	0.285610820669	nonsignificant
11404	2.03	0.0681	0.285610820669	nonsignificant
13186	5.0	0.068	0.285610820669	nonsignificant
13416	0.82	0.0682	0.285610820669	nonsignificant
13672	9.4	0.0681	0.285610820669	nonsignificant
15031	3.8	0.0682	0.285610820669	nonsignificant
15068	0.81	0.0681	0.285610820669	nonsignificant
16859	1.61	0.0679	0.285610820669	nonsignificant
18592	0.67	0.0682	0.285610820669	nonsignificant
13053	0.72	0.0683	0.285682270795	nonsignificant
16289	0.24	0.0683	0.285682270795	nonsignificant
14108	0.84	0.0687	0.286832909091	nonsignificant
15777	0.75	0.0687	0.286832909091	nonsignificant
16178	0.76	0.0687	0.286832909091	nonsignificant
15905	1.33	0.0688	0.286902663438	nonsignificant
18118	7.51	0.0688	0.286902663438	nonsignificant
15680	2.71	0.069	0.287388754534	nonsignificant
18537	1.49	0.069	0.287388754534	nonsignificant
18351	0.67	0.0691	0.287457669082	nonsignificant
19278	0.73	0.0691	0.287457669082	nonsignificant
15059	1.19	0.0692	0.28769993965	nonsignificant
14640	0.71	0.0693	0.287941917973	nonsignificant
14352	0.88	0.0694	0.288183604581	nonsignificant
16299	0.64	0.07	0.2905	nonsignificant
18619	0.76	0.0701	0.290739855509	nonsignificant
13834	18.17	0.0702	0.290979422383	nonsignificant
17719	1.18	0.0703	0.291218701143	nonsignificant
17263	0.76	0.0704	0.291457692308	nonsignificant
16581	0.79	0.0705	0.291696396396	nonsignificant
12393	1.21	0.0706	0.291934813926	nonsignificant
10406	0.87	0.0709	0.292298084979	nonsignificant
12208	0.29	0.0709	0.292298084979	nonsignificant
13214	6.23	0.0709	0.292298084979	nonsignificant
14438	1.47	0.0709	0.292298084979	nonsignificant
16013	1.39	0.0709	0.292298084979	nonsignificant
14175	1.27	0.071	0.292535287081	nonsignificant
17334	0.83	0.0711	0.292772205619	nonsignificant
16480	0.75	0.0712	0.293008841099	nonsignificant
13477	0.7	0.0713	0.29307022673	nonsignificant
17376	1.33	0.0713	0.29307022673	nonsignificant
18538	0.88	0.0714	0.293306261181	nonsignificant
13968	1.3	0.0715	0.293542014303	nonsignificant
13637	0.9	0.0716	0.293777486599	nonsignificant
13096	1.98	0.0718	0.294422738095	nonsignificant
15127	1.5	0.0719	0.294482223543	nonsignificant
18574	50.0	0.0719	0.294482223543	nonsignificant
13652	2.56	0.072	0.29471657754	nonsignificant
15841	0.79	0.0722	0.295359738717	nonsignificant
18100	0.32	0.0727	0.297228664688	nonsignificant
14594	0.89	0.0728	0.297284647303	nonsignificant
17856	0.84	0.0728	0.297284647303	nonsignificant
13438	0.4	0.0729	0.297516646919	nonsignificant
11301	1.67	0.0731	0.297979822485	nonsignificant
18028	0.61	0.0731	0.297979822485	nonsignificant
13850	0.47	0.0733	0.298618391484	nonsignificant
12799	0.7	0.0734	0.298849054374	nonsignificant
14814	5.38	0.0735	0.298902892562	nonsignificant
18621	0.77	0.0735	0.298902892562	nonsignificant
15298	0.0	0.0737	0.299362794811	nonsignificant
17260	0.6	0.0737	0.299362794811	nonsignificant
13508	1.23	0.0739	0.299645144202	nonsignificant
15366	10.77	0.0739	0.299645144202	nonsignificant
17018	8.64	0.0739	0.299645144202	nonsignificant
13543	1.15	0.074	0.299874117647	nonsignificant
11040	0.79	0.0744	0.299907314219	nonsignificant
11273	1.24	0.0744	0.299907314219	nonsignificant
13330	0.65	0.0743	0.299907314219	nonsignificant
13665	2.72	0.0743	0.299907314219	nonsignificant
14141	1.33	0.0743	0.299907314219	nonsignificant
14990	0.77	0.0742	0.299907314219	nonsignificant
17237	0.13	0.0742	0.299907314219	nonsignificant
17624	14.02	0.0742	0.299907314219	nonsignificant
19269	0.71	0.0744	0.299907314219	nonsignificant
18077	0.8	0.0745	0.300134795322	nonsignificant
14567	0.82	0.0746	0.30036201052	nonsignificant
15256	1.4	0.0747	0.30058896028	nonsignificant
15846	0.86	0.0749	0.30121780502	nonsignificant
17806	1.29	0.075	0.301443990665	nonsignificant
11251	1.59	0.0751	0.301669912536	nonsignificant
17673	0.72	0.0752	0.301895571096	nonsignificant
14136	1.6	0.0753	0.302120966803	nonsignificant
16135	0.86	0.0756	0.303148079162	nonsignificant
12474	0.75	0.0758	0.303644076655	nonsignificant
14431	1.33	0.0759	0.303644076655	nonsignificant
14799	1.25	0.0759	0.303644076655	nonsignificant
18754	1.5	0.0759	0.303644076655	nonsignificant
16742	0.3	0.0761	0.304091009281	nonsignificant
17649	5.14	0.0761	0.304091009281	nonsignificant
17427	1.27	0.0762	0.304314086957	nonsignificant
13715	0.09	0.0764	0.304759467284	nonsignificant
14764	0.79	0.0764	0.304759467284	nonsignificant
17380	11.05	0.0767	0.305779108796	nonsignificant
12390	2.27	0.077	0.305957315668	nonsignificant
14250	1.13	0.0771	0.305957315668	nonsignificant
15171	0.79	0.0769	0.305957315668	nonsignificant
15197	1.32	0.0769	0.305957315668	nonsignificant
15437	0.76	0.077	0.305957315668	nonsignificant
15823	0.86	0.0768	0.305957315668	nonsignificant
16394	0.73	0.0771	0.305957315668	nonsignificant
17162	0.47	0.0771	0.305957315668	nonsignificant
12797	0.86	0.0772	0.306177777778	nonsignificant
14342	1.52	0.0773	0.306397986191	nonsignificant
18029	2.1	0.0774	0.306617941346	nonsignificant
10521	0.86	0.0775	0.306837643678	nonsignificant
12046	1.56	0.0779	0.308067221584	nonsignificant
14490	0.68	0.0779	0.308067221584	nonsignificant
14332	1.55	0.0781	0.308680952381	nonsignificant
14953	0.91	0.0784	0.309511518625	nonsignificant
16641	0.34	0.0784	0.309511518625	nonsignificant
11802	1.32	0.0786	0.309631239292	nonsignificant
13613	0.84	0.0786	0.309631239292	nonsignificant
15665	1.87	0.0787	0.309631239292	nonsignificant
16183	0.8	0.0787	0.309631239292	nonsignificant
16213	0.84	0.0786	0.309631239292	nonsignificant
16555	0.77	0.0787	0.309631239292	nonsignificant
12868	2.1	0.0789	0.309710598291	nonsignificant
12927	1.33	0.0788	0.309710598291	nonsignificant
14321	0.72	0.0789	0.309710598291	nonsignificant
18763	0.71	0.0789	0.309710598291	nonsignificant
14495	1.28	0.0792	0.310711161731	nonsignificant
14546	0.78	0.0793	0.310749544937	nonsignificant
18522	0.08	0.0793	0.310749544937	nonsignificant
15389	0.29	0.0794	0.310964525298	nonsignificant
15332	0.87	0.0799	0.312744943182	nonsignificant
15056	1.16	0.08	0.31278093076	nonsignificant
19106	0.81	0.08	0.31278093076	nonsignificant
16046	0.67	0.0802	0.313207369615	nonsignificant
18004	1.31	0.0802	0.313207369615	nonsignificant
15537	0.0	0.0804	0.313810538244	nonsignificant
11190	1.47	0.0806	0.314057352941	nonsignificant
16437	0.6	0.0806	0.314057352941	nonsignificant
17601	11.54	0.0806	0.314057352941	nonsignificant
10952	0.37	0.0808	0.314125959368	nonsignificant
11446	0.85	0.0807	0.314125959368	nonsignificant
15262	1.67	0.0808	0.314125959368	nonsignificant
15497	1.26	0.0808	0.314125959368	nonsignificant
11741	0.87	0.081	0.314548478016	nonsignificant
18072	0.75	0.081	0.314548478016	nonsignificant
12346	1.68	0.0813	0.315003205849	nonsignificant
12674	14.04	0.0813	0.315003205849	nonsignificant
16048	0.8	0.0813	0.315003205849	nonsignificant
18031	1.29	0.0812	0.315003205849	nonsignificant
12756	0.85	0.0815	0.315423314607	nonsignificant
15443	0.78	0.0815	0.315423314607	nonsignificant
12660	0.0	0.0816	0.315455892256	nonsignificant
17923	1.5	0.0816	0.315455892256	nonsignificant
12793	0.87	0.082	0.316115277001	nonsignificant
14308	1.19	0.082	0.316115277001	nonsignificant
14485	0.78	0.082	0.316115277001	nonsignificant
14527	0.85	0.082	0.316115277001	nonsignificant
17632	8.35	0.082	0.316115277001	nonsignificant
11771	0.65	0.0821	0.316323769575	nonsignificant
11688	1.36	0.0823	0.316770982143	nonsignificant
11887	1.47	0.0824	0.316770982143	nonsignificant
16498	1.99	0.0824	0.316770982143	nonsignificant
17244	0.55	0.0824	0.316770982143	nonsignificant
11492	0.63	0.0825	0.316801839465	nonsignificant
11498	0.82	0.0825	0.316801839465	nonsignificant
12467	1.23	0.0826	0.316832628062	nonsignificant
12471	1.31	0.0826	0.316832628062	nonsignificant
11235	1.99	0.0827	0.316863348165	nonsignificant
14999	3.35	0.0827	0.316863348165	nonsignificant
17656	0.18	0.0829	0.317453085047	nonsignificant
12921	1.59	0.083	0.317659444444	nonsignificant
18276	0.71	0.0831	0.317865574681	nonsignificant
16918	0.86	0.0833	0.318453773585	nonsignificant
13853	0.84	0.0834	0.318659234609	nonsignificant
17924	8.45	0.0839	0.320391962306	nonsignificant
18431	0.0	0.084	0.320596121884	nonsignificant
17146	0.45	0.0841	0.320800055371	nonsignificant
10999	0.48	0.0843	0.321385002767	nonsignificant
11106	1.64	0.0845	0.321791321172	nonsignificant
17839	1.24	0.0845	0.321791321172	nonsignificant
16774	6.54	0.0846	0.321994143646	nonsignificant
13467	1.15	0.0847	0.32201892936	nonsignificant
17600	1.33	0.0847	0.32201892936	nonsignificant
16403	0.74	0.0849	0.322601268616	nonsignificant
12567	0.85	0.085	0.322625344353	nonsignificant
16460	0.68	0.085	0.322625344353	nonsignificant
19310	0.0	0.0851	0.322827037445	nonsignificant
15728	1.6	0.0853	0.323407649972	nonsignificant
12195	1.64	0.0856	0.324366556656	nonsignificant
12060	0.29	0.0857	0.324566959868	nonsignificant
15091	0.78	0.086	0.325166849616	nonsignificant
16116	0.66	0.086	0.325166849616	nonsignificant
16750	0.8	0.086	0.325166849616	nonsignificant
16417	0.64	0.0861	0.325366374109	nonsignificant
16471	6.59	0.0862	0.325387287671	nonsignificant
16826	11.53	0.0862	0.325387287671	nonsignificant
13902	0.77	0.0863	0.325586363636	nonsignificant
14561	2.84	0.0864	0.325785221675	nonsignificant
17629	0.81	0.0866	0.326360722101	nonsignificant
13684	0.83	0.0868	0.32693559322	nonsignificant
15733	1.23	0.0869	0.327133387978	nonsignificant
10704	1.12	0.0872	0.327368283379	nonsignificant
14143	0.0	0.0871	0.327368283379	nonsignificant
15593	1.23	0.0872	0.327368283379	nonsignificant
17030	1.23	0.0872	0.327368283379	nonsignificant
17910	0.29	0.0871	0.327368283379	nonsignificant
16101	0.78	0.0875	0.328136908002	nonsignificant
18721	0.77	0.0875	0.328136908002	nonsignificant
14612	0.71	0.0876	0.328333188248	nonsignificant
11922	0.71	0.0877	0.328350706522	nonsignificant
18871	0.73	0.0877	0.328350706522	nonsignificant
13345	0.72	0.0878	0.328368186754	nonsignificant
14334	7.12	0.0878	0.328368186754	nonsignificant
16884	1.45	0.0879	0.328563809007	nonsignificant
16978	0.0	0.088	0.328759219089	nonsignificant
15249	0.77	0.0882	0.329149404117	nonsignificant
18006	0.79	0.0882	0.329149404117	nonsignificant
11685	0.73	0.0883	0.329165963203	nonsignificant
17467	0.2	0.0883	0.329165963203	nonsignificant
11506	2.01	0.0885	0.329376823339	nonsignificant
11839	2.06	0.0885	0.329376823339	nonsignificant
13981	0.79	0.0885	0.329376823339	nonsignificant
12228	3.2	0.0886	0.329570950324	nonsignificant
14060	0.77	0.0887	0.329764867782	nonsignificant
11278	0.84	0.0889	0.330330151025	nonsignificant
12008	1.1	0.089	0.330523450135	nonsignificant
11678	0.0	0.0891	0.330538449111	nonsignificant
13887	0.82	0.0891	0.330538449111	nonsignificant
13669	0.83	0.0897	0.332049059645	nonsignificant
13912	1.48	0.0897	0.332049059645	nonsignificant
14118	1.19	0.0897	0.332049059645	nonsignificant
14363	0.83	0.0897	0.332049059645	nonsignificant
18714	1.47	0.0899	0.332610687433	nonsignificant
17145	1.47	0.09	0.332801932367	nonsignificant
17660	0.59	0.0902	0.333362553648	nonsignificant
13697	1.29	0.0904	0.333922573727	nonsignificant
13475	0.82	0.0905	0.333933851098	nonsignificant
16576	0.83	0.0905	0.333933851098	nonsignificant
11142	1.31	0.0906	0.334123875803	nonsignificant
14515	1.18	0.0907	0.334134919786	nonsignificant
15314	1.2	0.0907	0.334134919786	nonsignificant
11074	0.79	0.0909	0.33469273116	nonsignificant
13617	0.55	0.091	0.334703150027	nonsignificant
18040	6.73	0.091	0.334703150027	nonsignificant
14106	3.3	0.0911	0.334713546667	nonsignificant
17286	1.37	0.0911	0.334713546667	nonsignificant
14128	1.17	0.0912	0.334723921151	nonsignificant
14621	1.23	0.0912	0.334723921151	nonsignificant
11154	1.62	0.0913	0.334912513312	nonsignificant
15656	4.0	0.0914	0.335100904737	nonsignificant
14123	0.81	0.0916	0.335655531915	nonsignificant
15347	1.14	0.0917	0.33566487779	nonsignificant
15602	1.08	0.0917	0.33566487779	nonsignificant
12735	0.18	0.0919	0.335683510074	nonsignificant
12822	0.84	0.0919	0.335683510074	nonsignificant
16645	0.76	0.0918	0.335683510074	nonsignificant
17420	0.52	0.0919	0.335683510074	nonsignificant
13573	0.69	0.0925	0.337696078431	nonsignificant
12614	0.88	0.0929	0.338797300159	nonsignificant
14811	2.27	0.0929	0.338797300159	nonsignificant
16239	1.18	0.093	0.338803278689	nonsignificant
16986	0.27	0.093	0.338803278689	nonsignificant
15550	0.78	0.0931	0.338988319239	nonsignificant
18421	0.0	0.0933	0.339537083994	nonsignificant
10664	1.3	0.0934	0.339721541711	nonsignificant
17086	2.34	0.0936	0.340269340369	nonsignificant
13161	3.4	0.0938	0.340816561181	nonsignificant
16281	1.56	0.0939	0.341000052715	nonsignificant
14426	0.82	0.0947	0.343724077977	nonsignificant
18775	1.42	0.0951	0.344994154818	nonsignificant
15980	1.86	0.0953	0.345537736842	nonsignificant
12517	0.67	0.0955	0.345717025749	nonsignificant
15476	0.84	0.0954	0.345717025749	nonsignificant
19333	0.85	0.0955	0.345717025749	nonsignificant
12411	1.34	0.0957	0.345895750262	nonsignificant
15930	5.13	0.0957	0.345895750262	nonsignificant
18635	1.45	0.0957	0.345895750262	nonsignificant
15365	0.74	0.0959	0.346073913043	nonsignificant
17521	4.36	0.0959	0.346073913043	nonsignificant
18947	0.32	0.0959	0.346073913043	nonsignificant
10510	0.72	0.0963	0.346972123431	nonsignificant
16619	2.93	0.0963	0.346972123431	nonsignificant
18607	1.42	0.0963	0.346972123431	nonsignificant
17198	0.0	0.0964	0.34715086252	nonsignificant
12289	50.0	0.0965	0.347329414838	nonsignificant
11496	0.83	0.0967	0.347501406983	nonsignificant
12122	0.77	0.0968	0.347501406983	nonsignificant
16129	0.85	0.0968	0.347501406983	nonsignificant
16597	0.72	0.0967	0.347501406983	nonsignificant
17481	2.17	0.0966	0.347501406983	nonsignificant
12727	0.77	0.0969	0.34767921875	nonsignificant
16860	0.8	0.097	0.347856845393	nonsignificant
15754	0.81	0.0971	0.348034287201	nonsignificant
16832	1.47	0.0973	0.348388617464	nonsignificant
17284	0.18	0.0973	0.348388617464	nonsignificant
15359	1.61	0.0975	0.348923376623	nonsignificant
14586	1.31	0.0977	0.349095072614	nonsignificant
14711	0.81	0.0977	0.349095072614	nonsignificant
16949	1.38	0.0976	0.349095072614	nonsignificant
17240	1.32	0.0978	0.349271228616	nonsignificant
11899	0.8	0.0981	0.350161088083	nonsignificant
15840	0.71	0.0982	0.350336509581	nonsignificant
13655	0.72	0.0985	0.35122489648	nonsignificant
11168	0.89	0.0991	0.352080783101	nonsignificant
11939	1.29	0.099	0.352080783101	nonsignificant
13418	5.75	0.0992	0.352080783101	nonsignificant
13622	1.27	0.0989	0.352080783101	nonsignificant
14222	0.83	0.0992	0.352080783101	nonsignificant
14558	18.76	0.099	0.352080783101	nonsignificant
15413	0.73	0.0988	0.352080783101	nonsignificant
16144	1.24	0.0991	0.352080783101	nonsignificant
16530	0.83	0.0989	0.352080783101	nonsignificant
11892	0.71	0.0994	0.352246193416	nonsignificant
12995	0.0	0.0994	0.352246193416	nonsignificant
14780	0.6	0.0994	0.352246193416	nonsignificant
13886	4.65	0.1	0.354190231362	nonsignificant
12992	0.91	0.1001	0.354362230216	nonsignificant
11379	3.59	0.1002	0.354534052388	nonsignificant
11017	1.45	0.1007	0.354663752556	nonsignificant
12484	0.26	0.1006	0.354663752556	nonsignificant
12993	1.4	0.1007	0.354663752556	nonsignificant
14213	0.08	0.1006	0.354663752556	nonsignificant
14582	1.18	0.1006	0.354663752556	nonsignificant
14939	0.73	0.1007	0.354663752556	nonsignificant
16573	0.88	0.1005	0.354663752556	nonsignificant
17644	1.86	0.1005	0.354663752556	nonsignificant
18974	0.56	0.1007	0.354663752556	nonsignificant
14994	0.86	0.1009	0.354823940786	nonsignificant
16709	1.17	0.1009	0.354823940786	nonsignificant
18659	0.07	0.1008	0.354823940786	nonsignificant
16358	0.84	0.101	0.354994387755	nonsignificant
12775	0.75	0.1011	0.355164660887	nonsignificant
13976	0.78	0.1014	0.356037003058	nonsignificant
14116	1.14	0.1016	0.356557514009	nonsignificant
11908	1.23	0.102	0.357401880081	nonsignificant
14270	0.0	0.1019	0.357401880081	nonsignificant
15228	0.8	0.102	0.357401880081	nonsignificant
16714	0.76	0.1021	0.357401880081	nonsignificant
17458	0.81	0.1021	0.357401880081	nonsignificant
12839	1.17	0.1022	0.3575702387	nonsignificant
10533	0.7	0.1024	0.357698076923	nonsignificant
11596	1.61	0.1026	0.357698076923	nonsignificant
12277	0.81	0.1026	0.357698076923	nonsignificant
12440	0.69	0.1026	0.357698076923	nonsignificant
12682	0.83	0.1026	0.357698076923	nonsignificant
14402	1.28	0.1026	0.357698076923	nonsignificant
15414	1.15	0.1025	0.357698076923	nonsignificant
10611	1.22	0.1027	0.357865604451	nonsignificant
15207	2.66	0.103	0.358548256695	nonsignificant
15487	1.2	0.103	0.358548256695	nonsignificant
10933	3.08	0.1032	0.358672004028	nonsignificant
12137	4.42	0.1034	0.358672004028	nonsignificant
12589	0.78	0.1034	0.358672004028	nonsignificant
13899	0.85	0.1033	0.358672004028	nonsignificant
16844	1.32	0.1033	0.358672004028	nonsignificant
17497	0.74	0.1031	0.358672004028	nonsignificant
18902	0.77	0.1033	0.358672004028	nonsignificant
13511	0.87	0.1036	0.359004225352	nonsignificant
18174	1.42	0.1036	0.359004225352	nonsignificant
13761	1.18	0.1038	0.359516440422	nonsignificant
14083	0.66	0.1039	0.359681959799	nonsignificant
10817	0.9	0.1042	0.360161754386	nonsignificant
14282	0.82	0.1042	0.360161754386	nonsignificant
17884	0.87	0.1043	0.360161754386	nonsignificant
18376	0.15	0.1043	0.360161754386	nonsignificant
19458	0.54	0.1041	0.360161754386	nonsignificant
13654	0.12	0.1044	0.360326452906	nonsignificant
11781	0.48	0.1046	0.360835953931	nonsignificant
17888	1.2	0.1047	0.36100015015	nonsignificant
13567	1.28	0.1049	0.36132805	nonsignificant
17850	0.4	0.1049	0.36132805	nonsignificant
19327	0.58	0.105	0.361491754123	nonsignificant
12754	0.83	0.1052	0.361999400599	nonsignificant
17314	2.55	0.1054	0.36250654019	nonsignificant
15064	0.82	0.1055	0.362669411178	nonsignificant
14357	1.52	0.1056	0.362832119701	nonsignificant
15157	1.81	0.1057	0.362994666002	nonsignificant
16621	1.48	0.1058	0.363157050324	nonsignificant
16560	0.73	0.106	0.363662350598	nonsignificant
14791	1.26	0.1062	0.364167147835	nonsignificant
11760	0.49	0.1063	0.364328706468	nonsignificant
14474	9.72	0.1067	0.365517802089	nonsignificant
12699	0.86	0.1069	0.365657447865	nonsignificant
17903	0.0	0.1068	0.365657447865	nonsignificant
19031	2.17	0.1069	0.365657447865	nonsignificant
18872	0.65	0.107	0.365817866005	nonsignificant
14606	0.0	0.1071	0.365978125	nonsignificant
10733	1.26	0.1073	0.366479771939	nonsignificant
11318	1.29	0.1076	0.366777041069	nonsignificant
12933	0.8	0.1075	0.366777041069	nonsignificant
13103	1.35	0.1075	0.366777041069	nonsignificant
17753	1.36	0.1076	0.366777041069	nonsignificant
13127	0.65	0.1077	0.366936350148	nonsignificant
12150	0.74	0.1078	0.36709550173	nonsignificant
12912	1.19	0.1079	0.367254496047	nonsignificant
16906	0.83	0.108	0.367413333333	nonsignificant
11321	0.84	0.1081	0.36757201382	nonsignificant
12547	1.09	0.1086	0.368363072378	nonsignificant
14265	19.94	0.1086	0.368363072378	nonsignificant
14739	0.85	0.1086	0.368363072378	nonsignificant
16389	0.65	0.1085	0.368363072378	nonsignificant
16946	8.45	0.1084	0.368363072378	nonsignificant
12141	0.88	0.1089	0.36919886811	nonsignificant
13149	5.75	0.1091	0.369331646192	nonsignificant
14938	1.19	0.1091	0.369331646192	nonsignificant
17797	2.19	0.109	0.369331646192	nonsignificant
13933	0.81	0.1094	0.369802060844	nonsignificant
14027	0.89	0.1094	0.369802060844	nonsignificant
15863	4.59	0.1094	0.369802060844	nonsignificant
15745	0.84	0.1095	0.369958558117	nonsignificant
14692	0.61	0.1096	0.370114901961	nonsignificant
12696	0.83	0.1098	0.370427130264	nonsignificant
19083	0.75	0.1098	0.370427130264	nonsignificant
12830	0.76	0.11	0.370738747554	nonsignificant
17466	0.79	0.11	0.370738747554	nonsignificant
15789	0.85	0.1101	0.370894327628	nonsignificant
14294	8.9	0.1105	0.371696533203	nonsignificant
14529	1.17	0.1104	0.371696533203	nonsignificant
19224	0.65	0.1105	0.371696533203	nonsignificant
19103	1.31	0.1107	0.372187554905	nonsignificant
11332	0.0	0.1109	0.372650584795	nonsignificant
13197	0.8	0.111	0.372650584795	nonsignificant
15341	1.22	0.111	0.372650584795	nonsignificant
15504	0.77	0.1112	0.373140185095	nonsignificant
13035	0.67	0.1113	0.373293914314	nonsignificant
14072	0.86	0.1115	0.373600924125	nonsignificant
15433	0.66	0.1115	0.373600924125	nonsignificant
15426	0.77	0.1118	0.374060320544	nonsignificant
16115	0.55	0.1118	0.374060320544	nonsignificant
18862	0.64	0.1118	0.374060320544	nonsignificant
10791	0.71	0.1121	0.374155474806	nonsignificant
12295	0.87	0.1121	0.374155474806	nonsignificant
13498	1.41	0.1121	0.374155474806	nonsignificant
13633	1.36	0.112	0.374155474806	nonsignificant
18278	0.79	0.112	0.374155474806	nonsignificant
17206	0.73	0.1122	0.374307893462	nonsignificant
10987	0.81	0.1127	0.375612143203	nonsignificant
13168	1.55	0.1127	0.375612143203	nonsignificant
14705	50.0	0.1129	0.376096760155	nonsignificant
16840	0.45	0.1132	0.376913871435	nonsignificant
17541	0.84	0.1136	0.378062995169	nonsignificant
