OG	K	P	FDR_P	interpretation
15778	0.73	0.0705	0.30402849092	nonsignificant
15643	0.89	0.0706	0.304078924328	nonsignificant
18063	0.66	0.0706	0.304078924328	nonsignificant
10739	0.78	0.0707	0.30412923173	nonsignificant
17718	0.82	0.0707	0.30412923173	nonsignificant
13596	2.43	0.0708	0.30436928839	nonsignificant
11739	0.21	0.071	0.30503867748	nonsignificant
14834	1.48	0.0711	0.30527786783	nonsignificant
12109	0.25	0.0714	0.306374953271	nonsignificant
16763	2.24	0.0715	0.306613013699	nonsignificant
11706	0.65	0.0717	0.306706770186	nonsignificant
15432	50.0	0.0717	0.306706770186	nonsignificant
17033	0.7	0.0717	0.306706770186	nonsignificant
18342	2.08	0.0716	0.306706770186	nonsignificant
14389	1.39	0.0718	0.306943885785	nonsignificant
12996	0.77	0.072	0.307607940447	nonsignificant
17322	22.48	0.0722	0.30827117173	nonsignificant
12805	0.79	0.0725	0.308977413366	nonsignificant
14260	18.66	0.0725	0.308977413366	nonsignificant
17046	0.0	0.0725	0.308977413366	nonsignificant
13878	0.72	0.0726	0.309212244898	nonsignificant
17324	13.74	0.0727	0.309446786156	nonsignificant
13738	0.63	0.0729	0.310106423718	nonsignificant
17856	0.75	0.073	0.310340123457	nonsignificant
10581	0.8	0.0731	0.310423891626	nonsignificant
11424	0.89	0.0732	0.310423891626	nonsignificant
13419	0.84	0.0732	0.310423891626	nonsignificant
14371	22.86	0.0732	0.310423891626	nonsignificant
15081	0.8	0.0733	0.310465621156	nonsignificant
15566	2.47	0.0733	0.310465621156	nonsignificant
19260	0.57	0.0734	0.310698094653	nonsignificant
12848	0.86	0.0738	0.312007734807	nonsignificant
17752	3.08	0.0738	0.312007734807	nonsignificant
17029	1.34	0.074	0.312661349693	nonsignificant
14983	0.56	0.0742	0.31331416309	nonsignificant
14071	0.8	0.0743	0.313544178922	nonsignificant
11707	1.84	0.0744	0.313773913043	nonsignificant
16795	0.75	0.0745	0.314003365973	nonsignificant
11376	2.79	0.075	0.314224605103	nonsignificant
11589	0.64	0.0749	0.314224605103	nonsignificant
12595	1.32	0.0751	0.314224605103	nonsignificant
13351	0.83	0.075	0.314224605103	nonsignificant
14433	1.19	0.075	0.314224605103	nonsignificant
14632	1.15	0.0751	0.314224605103	nonsignificant
14726	1.43	0.0749	0.314224605103	nonsignificant
14820	1.46	0.0748	0.314224605103	nonsignificant
15305	0.79	0.0751	0.314224605103	nonsignificant
15355	6.38	0.075	0.314224605103	nonsignificant
18537	0.68	0.0747	0.314224605103	nonsignificant
19100	0.07	0.0751	0.314224605103	nonsignificant
12756	0.83	0.0752	0.314261165049	nonsignificant
15736	1.42	0.0752	0.314261165049	nonsignificant
19636	1.57	0.0755	0.315323529412	nonsignificant
12186	0.69	0.0756	0.315549818182	nonsignificant
15780	0.78	0.0757	0.315775832829	nonsignificant
16685	11.88	0.0761	0.317252239709	nonsignificant
18326	0.75	0.0762	0.317476950998	nonsignificant
16371	1.18	0.0764	0.318117775091	nonsignificant
13539	2.09	0.0765	0.318341691843	nonsignificant
14311	8.22	0.0766	0.318565338164	nonsignificant
14645	0.44	0.0767	0.318788714544	nonsignificant
12938	0.55	0.0769	0.319042349398	nonsignificant
16026	1.36	0.0769	0.319042349398	nonsignificant
18043	1.44	0.0769	0.319042349398	nonsignificant
14151	7.25	0.077	0.319072803851	nonsignificant
14747	1.42	0.077	0.319072803851	nonsignificant
14972	1.25	0.0771	0.319295069152	nonsignificant
12625	2.27	0.0774	0.319576618705	nonsignificant
14125	1.26	0.0774	0.319576618705	nonsignificant
15385	0.71	0.0774	0.319576618705	nonsignificant
17939	0.56	0.0773	0.319576618705	nonsignificant
18156	2.6	0.0774	0.319576618705	nonsignificant
12418	19.96	0.0775	0.319797783104	nonsignificant
11592	49.71	0.0776	0.31982716936	nonsignificant
16827	50.0	0.0776	0.31982716936	nonsignificant
18067	0.0	0.0777	0.320047787081	nonsignificant
13010	1.55	0.0778	0.320076821983	nonsignificant
13392	10.9	0.0778	0.320076821983	nonsignificant
11655	0.81	0.0782	0.320573452381	nonsignificant
12457	0.84	0.0782	0.320573452381	nonsignificant
13394	0.72	0.0782	0.320573452381	nonsignificant
13817	0.3	0.0781	0.320573452381	nonsignificant
15936	0.02	0.0781	0.320573452381	nonsignificant
16952	0.6	0.078	0.320573452381	nonsignificant
18198	1.24	0.0784	0.321202141582	nonsignificant
10761	0.73	0.0786	0.321830083234	nonsignificant
17019	0.79	0.0787	0.322048068925	nonsignificant
16010	1.38	0.0788	0.322100948429	nonsignificant
16488	0.46	0.0789	0.322100948429	nonsignificant
16964	0.73	0.0789	0.322100948429	nonsignificant
17720	0.66	0.0789	0.322100948429	nonsignificant
13413	0.68	0.0792	0.322179799173	nonsignificant
13959	0.61	0.0791	0.322179799173	nonsignificant
14324	1.74	0.0792	0.322179799173	nonsignificant
16477	2.25	0.0792	0.322179799173	nonsignificant
16848	0.73	0.0792	0.322179799173	nonsignificant
18962	3.34	0.0792	0.322179799173	nonsignificant
15978	1.36	0.0793	0.322396162928	nonsignificant
13550	0.71	0.0795	0.323018584071	nonsignificant
12985	0.69	0.0797	0.323640271226	nonsignificant
17371	0.47	0.0798	0.323664664311	nonsignificant
19735	0.0	0.0798	0.323664664311	nonsignificant
14986	0.12	0.0802	0.325095585639	nonsignificant
12315	0.73	0.0807	0.325971202346	nonsignificant
13551	1.6	0.0807	0.325971202346	nonsignificant
14755	1.67	0.0805	0.325971202346	nonsignificant
15169	1.57	0.0806	0.325971202346	nonsignificant
16835	2.09	0.0807	0.325971202346	nonsignificant
18898	10.07	0.0806	0.325971202346	nonsignificant
10602	1.34	0.0808	0.325992735794	nonsignificant
15077	1.68	0.0808	0.325992735794	nonsignificant
14307	1.27	0.0809	0.326205093677	nonsignificant
11004	0.76	0.0812	0.326649766355	nonsignificant
13725	50.0	0.0811	0.326649766355	nonsignificant
16250	46.66	0.0812	0.326649766355	nonsignificant
16558	0.79	0.0812	0.326649766355	nonsignificant
15427	0.28	0.0813	0.326861120841	nonsignificant
16786	0.0	0.0814	0.326881516035	nonsignificant
16790	0.77	0.0814	0.326881516035	nonsignificant
14302	1.07	0.0816	0.327493706294	nonsignificant
11138	0.41	0.0818	0.327933313953	nonsignificant
13862	0.74	0.0819	0.327933313953	nonsignificant
14608	1.67	0.0819	0.327933313953	nonsignificant
15851	0.62	0.0819	0.327933313953	nonsignificant
17173	0.45	0.0822	0.328943288786	nonsignificant
12008	1.17	0.0823	0.328961172374	nonsignificant
15002	0.58	0.0823	0.328961172374	nonsignificant
15462	0.41	0.0826	0.329968793503	nonsignificant
11784	0.82	0.0831	0.331581517961	nonsignificant
17960	7.99	0.0831	0.331581517961	nonsignificant
11008	1.26	0.0833	0.331611040462	nonsignificant
12401	0.68	0.0832	0.331611040462	nonsignificant
15999	0.33	0.0833	0.331611040462	nonsignificant
18541	0.3	0.0833	0.331611040462	nonsignificant
18550	50.0	0.0835	0.33221519353	nonsignificant
16322	2.08	0.0836	0.332421016166	nonsignificant
11145	1.25	0.0838	0.332640115274	nonsignificant
15430	0.66	0.0838	0.332640115274	nonsignificant
18375	0.81	0.0838	0.332640115274	nonsignificant
12475	1.53	0.0839	0.332845218894	nonsignificant
15066	6.73	0.0841	0.333446574554	nonsignificant
17487	0.75	0.0843	0.334047238205	nonsignificant
17663	0.65	0.0844	0.334251178838	nonsignificant
12648	1.43	0.0847	0.334500171625	nonsignificant
12743	0.74	0.0849	0.334500171625	nonsignificant
12919	0.63	0.0847	0.334500171625	nonsignificant
14877	0.0	0.0846	0.334500171625	nonsignificant
15417	1.42	0.0846	0.334500171625	nonsignificant
15440	0.75	0.0849	0.334500171625	nonsignificant
15734	0.73	0.0848	0.334500171625	nonsignificant
16661	49.5	0.0849	0.334500171625	nonsignificant
17573	0.81	0.0848	0.334500171625	nonsignificant
11394	1.35	0.0851	0.334904971429	nonsignificant
16584	1.08	0.0851	0.334904971429	nonsignificant
12701	0.86	0.0852	0.335107024557	nonsignificant
18530	2.73	0.0853	0.335308847032	nonsignificant
11559	0.76	0.0854	0.335510439247	nonsignificant
12603	1.21	0.0855	0.335711801596	nonsignificant
11991	0.82	0.0856	0.335721640091	nonsignificant
14145	0.55	0.0856	0.335721640091	nonsignificant
17241	4.66	0.0857	0.335922538418	nonsignificant
11253	0.77	0.0858	0.336123208191	nonsignificant
14612	0.6	0.0859	0.336323649801	nonsignificant
14137	0.17	0.0862	0.337306477273	nonsignificant
14642	0.88	0.0864	0.337897103918	nonsignificant
13006	0.56	0.0865	0.337904424277	nonsignificant
13871	0.79	0.0865	0.337904424277	nonsignificant
14308	1.22	0.0867	0.338301926346	nonsignificant
17056	1.3	0.0867	0.338301926346	nonsignificant
11378	1.74	0.0868	0.338500339751	nonsignificant
13274	1.42	0.0869	0.338513559322	nonsignificant
13705	1.42	0.087	0.338513559322	nonsignificant
15128	0.73	0.087	0.338513559322	nonsignificant
18160	0.83	0.087	0.338513559322	nonsignificant
13395	0.8	0.0873	0.339106091371	nonsignificant
15909	0.8	0.0873	0.339106091371	nonsignificant
18164	1.46	0.0873	0.339106091371	nonsignificant
15890	0.69	0.0875	0.339691375423	nonsignificant
15088	0.78	0.0876	0.339888	nonsignificant
16266	0.84	0.0877	0.340084403153	nonsignificant
17705	2.35	0.0878	0.34008920135	nonsignificant
18127	1.36	0.0878	0.34008920135	nonsignificant
14119	1.38	0.088	0.340480898876	nonsignificant
15133	0.76	0.088	0.340480898876	nonsignificant
10821	0.81	0.0882	0.340871717172	nonsignificant
17900	0.8	0.0882	0.340871717172	nonsignificant
12333	0.46	0.0883	0.341066797532	nonsignificant
12490	0.74	0.0886	0.341077808832	nonsignificant
13028	1.24	0.0885	0.341077808832	nonsignificant
13722	1.23	0.0884	0.341077808832	nonsignificant
14270	1.83	0.0886	0.341077808832	nonsignificant
17393	0.42	0.0886	0.341077808832	nonsignificant
18742	0.33	0.0886	0.341077808832	nonsignificant
13923	3.33	0.0887	0.341272011173	nonsignificant
15173	1.98	0.0891	0.34261959799	nonsignificant
15150	0.75	0.0893	0.343005633017	nonsignificant
19752	0.65	0.0893	0.343005633017	nonsignificant
12505	1.24	0.0894	0.343198327759	nonsignificant
15685	0.0	0.0895	0.343199610245	nonsignificant
15895	0.21	0.0895	0.343199610245	nonsignificant
12777	1.39	0.0896	0.343391875348	nonsignificant
11582	0.78	0.0898	0.343394003331	nonsignificant
14547	0.75	0.0898	0.343394003331	nonsignificant
15590	1.35	0.0898	0.343394003331	nonsignificant
16917	0.75	0.0898	0.343394003331	nonsignificant
12068	1.14	0.0899	0.343585627081	nonsignificant
11927	0.81	0.0903	0.34492232687	nonsignificant
14502	6.97	0.0904	0.34492232687	nonsignificant
15525	0.84	0.0904	0.34492232687	nonsignificant
13305	5.09	0.0905	0.345112679956	nonsignificant
12622	0.48	0.0908	0.345682476506	nonsignificant
14919	1.77	0.0908	0.345682476506	nonsignificant
17998	1.27	0.0908	0.345682476506	nonsignificant
13558	1.31	0.0912	0.347013480663	nonsignificant
15565	1.33	0.0914	0.347582440641	nonsignificant
11768	9.76	0.0917	0.348146582139	nonsignificant
16318	0.82	0.0916	0.348146582139	nonsignificant
18558	1.66	0.0917	0.348146582139	nonsignificant
11134	0.72	0.092	0.348517051705	nonsignificant
13430	0.79	0.092	0.348517051705	nonsignificant
15506	1.58	0.0919	0.348517051705	nonsignificant
16110	1.28	0.0919	0.348517051705	nonsignificant
16539	1.27	0.0922	0.348890879121	nonsignificant
16826	9.01	0.0922	0.348890879121	nonsignificant
14011	0.74	0.0925	0.349833882482	nonsignificant
12161	0.46	0.0927	0.350397859495	nonsignificant
11607	2.74	0.093	0.351331342466	nonsignificant
16459	0.81	0.0931	0.351331342466	nonsignificant
17377	1.2	0.0931	0.351331342466	nonsignificant
12307	1.93	0.0933	0.351893263965	nonsignificant
11767	1.62	0.0938	0.352218715996	nonsignificant
12042	0.87	0.0937	0.352218715996	nonsignificant
13986	0.79	0.0939	0.352218715996	nonsignificant
15110	1.31	0.0937	0.352218715996	nonsignificant
15156	0.18	0.0935	0.352218715996	nonsignificant
16128	0.2	0.094	0.352218715996	nonsignificant
16463	1.96	0.094	0.352218715996	nonsignificant
17884	1.19	0.0939	0.352218715996	nonsignificant
17945	0.26	0.0937	0.352218715996	nonsignificant
18124	0.62	0.0938	0.352218715996	nonsignificant
18622	0.09	0.0938	0.352218715996	nonsignificant
18781	1.56	0.0938	0.352218715996	nonsignificant
16315	0.0	0.0941	0.352401685699	nonsignificant
12517	1.7	0.0942	0.352584456522	nonsignificant
15995	7.97	0.0943	0.352767028789	nonsignificant
10433	1.15	0.0945	0.353323289902	nonsignificant
17521	0.0	0.0947	0.353878947368	nonsignificant
14606	2.22	0.0949	0.354434002169	nonsignificant
17607	14.26	0.0951	0.354988455285	nonsignificant
11343	0.19	0.0955	0.355902867965	nonsignificant
11987	0.76	0.0955	0.355902867965	nonsignificant
17026	1.3	0.0955	0.355902867965	nonsignificant
13065	1.11	0.0956	0.356082855598	nonsignificant
11624	0.84	0.0957	0.356249784017	nonsignificant
13116	1.25	0.0958	0.356249784017	nonsignificant
17762	0.71	0.0958	0.356249784017	nonsignificant
12107	1.82	0.0959	0.356416172507	nonsignificant
16768	0.57	0.096	0.356416172507	nonsignificant
19019	1.54	0.096	0.356416172507	nonsignificant
13493	15.61	0.0961	0.356595204741	nonsignificant
14257	1.56	0.0964	0.35732335845	nonsignificant
17189	0.56	0.0964	0.35732335845	nonsignificant
10567	1.98	0.0968	0.357843048846	nonsignificant
14896	1.45	0.0967	0.357843048846	nonsignificant
15933	0.77	0.0968	0.357843048846	nonsignificant
16972	0.0	0.0967	0.357843048846	nonsignificant
19741	0.67	0.0966	0.357843048846	nonsignificant
15557	0.75	0.0969	0.35802054721	nonsignificant
15259	1.64	0.0972	0.358936407507	nonsignificant
13701	0.72	0.0976	0.360220364416	nonsignificant
14421	2.21	0.0979	0.360537393162	nonsignificant
14443	0.57	0.098	0.360537393162	nonsignificant
15420	0.71	0.0979	0.360537393162	nonsignificant
15467	1.21	0.0978	0.360537393162	nonsignificant
16860	1.44	0.0978	0.360537393162	nonsignificant
17955	0.78	0.098	0.360537393162	nonsignificant
17130	1.41	0.0983	0.361447997864	nonsignificant
17354	0.82	0.0984	0.3616226254	nonsignificant
16034	1.2	0.0986	0.362164373333	nonsignificant
11783	1.82	0.0988	0.36270554371	nonsignificant
12077	0.73	0.0992	0.362820180563	nonsignificant
12273	1.17	0.099	0.362820180563	nonsignificant
12579	1.88	0.0992	0.362820180563	nonsignificant
12853	9.23	0.0991	0.362820180563	nonsignificant
16394	1.85	0.0991	0.362820180563	nonsignificant
16588	9.25	0.0992	0.362820180563	nonsignificant
17458	0.73	0.0991	0.362820180563	nonsignificant
12432	1.09	0.0994	0.363358704883	nonsignificant
10916	0.0	0.0996	0.363703711559	nonsignificant
12164	0.15	0.0996	0.363703711559	nonsignificant
13285	0.66	0.0997	0.363855267337	nonsignificant
13505	0.0	0.0998	0.363855267337	nonsignificant
18490	1.48	0.0998	0.363855267337	nonsignificant
11202	0.68	0.0999	0.364027142857	nonsignificant
13441	0.75	0.1	0.364177865821	nonsignificant
15601	1.27	0.1001	0.364177865821	nonsignificant
15628	0.84	0.1001	0.364177865821	nonsignificant
14093	1.38	0.1002	0.364349208025	nonsignificant
16555	0.73	0.1005	0.365247229551	nonsignificant
13067	1.58	0.1008	0.365951291513	nonsignificant
19112	0.76	0.1008	0.365951291513	nonsignificant
15683	0.87	0.1009	0.366121338251	nonsignificant
13322	1.44	0.1014	0.367741864139	nonsignificant
14159	1.28	0.1016	0.368273263158	nonsignificant
12839	1.3	0.1017	0.368441820095	nonsignificant
11609	0.72	0.1022	0.370058569926	nonsignificant
13365	0.81	0.1023	0.370226011561	nonsignificant
16157	1.89	0.1024	0.370393277311	nonsignificant
17403	1.31	0.1025	0.370560367454	nonsignificant
14213	0.45	0.1026	0.370699633124	nonsignificant
15186	0.12	0.1027	0.370699633124	nonsignificant
15419	13.41	0.1027	0.370699633124	nonsignificant
12244	0.52	0.1029	0.371032617801	nonsignificant
16947	0.47	0.1029	0.371032617801	nonsignificant
18935	1.55	0.1031	0.371559236002	nonsignificant
13459	1.31	0.1033	0.372085303347	nonsignificant
15886	1.7	0.1034	0.372250810246	nonsignificant
15727	1.43	0.1038	0.373495611285	nonsignificant
10862	1.19	0.1041	0.373568662155	nonsignificant
13435	1.34	0.104	0.373568662155	nonsignificant
14111	0.83	0.1041	0.373568662155	nonsignificant
15252	0.0	0.1041	0.373568662155	nonsignificant
15332	0.84	0.104	0.373568662155	nonsignificant
15862	0.19	0.1042	0.373568662155	nonsignificant
17805	0.66	0.1042	0.373568662155	nonsignificant
13418	1.33	0.1043	0.373732622268	nonsignificant
10736	0.77	0.1044	0.373896411856	nonsignificant
12122	0.63	0.1046	0.373998392116	nonsignificant
12266	1.78	0.1045	0.373998392116	nonsignificant
12381	1.47	0.1047	0.373998392116	nonsignificant
14211	1.26	0.1047	0.373998392116	nonsignificant
16623	0.54	0.1047	0.373998392116	nonsignificant
15838	1.49	0.1048	0.374161534474	nonsignificant
15443	0.61	0.1049	0.374324507772	nonsignificant
14008	6.43	0.105	0.374487312273	nonsignificant
15512	49.5	0.1053	0.375362888199	nonsignificant
11099	1.48	0.1054	0.375524987067	nonsignificant
14356	2.2	0.1055	0.375686918304	nonsignificant
11757	0.89	0.1057	0.376204599483	nonsignificant
13543	0.89	0.1058	0.376366012397	nonsignificant
11338	9.68	0.106	0.376882808467	nonsignificant
15846	1.26	0.1062	0.377204435276	nonsignificant
17961	1.25	0.1062	0.377204435276	nonsignificant
15215	0.73	0.1064	0.37772	nonsignificant
11028	1.6	0.1067	0.377971017472	nonsignificant
11665	1.13	0.1068	0.377971017472	nonsignificant
12218	3.57	0.1067	0.377971017472	nonsignificant
17236	0.78	0.1066	0.377971017472	nonsignificant
18641	0.0	0.1068	0.377971017472	nonsignificant
19596	1.64	0.1066	0.377971017472	nonsignificant
15560	0.79	0.107	0.378095946639	nonsignificant
15765	2.17	0.107	0.378095946639	nonsignificant
16561	3.04	0.1069	0.378095946639	nonsignificant
18037	0.63	0.1071	0.378255230769	nonsignificant
15943	1.2	0.1072	0.378414351615	nonsignificant
13442	0.74	0.1075	0.379084741423	nonsignificant
13690	0.66	0.1075	0.379084741423	nonsignificant
12125	0.73	0.1077	0.379207515337	nonsignificant
16604	0.3	0.1077	0.379207515337	nonsignificant
18564	0.0	0.1077	0.379207515337	nonsignificant
16767	2.3	0.1079	0.379717577925	nonsignificant
13951	2.54	0.108	0.379875383044	nonsignificant
14142	1.36	0.1081	0.380033027055	nonsignificant
17788	3.45	0.1084	0.380893265306	nonsignificant
16046	1.79	0.1088	0.381909072375	nonsignificant
18420	0.62	0.1088	0.381909072375	nonsignificant
19219	0.74	0.1091	0.382767040245	nonsignificant
15653	0.84	0.1092	0.382922810591	nonsignificant
11993	0.33	0.1097	0.384480356234	nonsignificant
10860	0.78	0.1099	0.384985401831	nonsignificant
14188	1.53	0.1101	0.38548993391	nonsignificant
17368	0.81	0.1103	0.385993953252	nonsignificant
12575	0.77	0.1107	0.387000456853	nonsignificant
16885	0.82	0.1107	0.387000456853	nonsignificant
13275	1.42	0.111	0.387459199189	nonsignificant
13310	13.59	0.111	0.387459199189	nonsignificant
17293	5.97	0.1109	0.387459199189	nonsignificant
16038	3.16	0.1111	0.387611803445	nonsignificant
11792	0.7	0.1112	0.387764253165	nonsignificant
17581	0.75	0.1114	0.388265080972	nonsignificant
11984	0.0	0.1116	0.388765402124	nonsignificant
12319	0.79	0.1119	0.389613397371	nonsignificant
18036	0.67	0.1124	0.391156543709	nonsignificant
14560	3.64	0.1127	0.391954389506	nonsignificant
16115	1.36	0.1128	0.391954389506	nonsignificant
16448	1.22	0.1128	0.391954389506	nonsignificant
15658	0.78	0.1129	0.392104034291	nonsignificant
14077	0.73	0.113	0.392253528226	nonsignificant
14607	0.36	0.1132	0.392354504278	nonsignificant
16819	0.91	0.1132	0.392354504278	nonsignificant
17748	0.31	0.1131	0.392354504278	nonsignificant
13101	1.79	0.1133	0.392503571429	nonsignificant
11085	1.25	0.1137	0.392901103864	nonsignificant
14584	0.79	0.1136	0.392901103864	nonsignificant
15947	0.62	0.1135	0.392901103864	nonsignificant
16817	2.41	0.1136	0.392901103864	nonsignificant
17143	0.77	0.1137	0.392901103864	nonsignificant
14707	1.48	0.1138	0.393049448345	nonsignificant
11262	0.85	0.114	0.393542857143	nonsignificant
15688	0.79	0.1142	0.394035771543	nonsignificant
15024	0.8	0.1143	0.394183324987	nonsignificant
15192	1.29	0.1144	0.394330730731	nonsignificant
17260	0.71	0.1145	0.394477988994	nonsignificant
13357	1.41	0.1146	0.394574875125	nonsignificant
14989	0.64	0.1147	0.394574875125	nonsignificant
17124	0.68	0.1147	0.394574875125	nonsignificant
17152	1.52	0.1148	0.394721717424	nonsignificant
13782	0.29	0.1152	0.395504685942	nonsignificant
16135	1.15	0.1152	0.395504685942	nonsignificant
16960	0.0	0.1151	0.395504685942	nonsignificant
19000	44.82	0.1153	0.395650772297	nonsignificant
11579	0.75	0.1155	0.3956944334	nonsignificant
11910	0.49	0.1156	0.3956944334	nonsignificant
12564	1.76	0.1156	0.3956944334	nonsignificant
13552	0.65	0.1154	0.3956944334	nonsignificant
15879	2.12	0.1156	0.3956944334	nonsignificant
11726	0.81	0.1157	0.395737878037	nonsignificant
11740	0.72	0.1159	0.395737878037	nonsignificant
15113	0.7	0.1159	0.395737878037	nonsignificant
16562	0.9	0.1158	0.395737878037	nonsignificant
18433	1.32	0.1159	0.395737878037	nonsignificant
13154	1.27	0.1161	0.396224331021	nonsignificant
17797	1.69	0.1163	0.39671030213	nonsignificant
17669	1.53	0.1166	0.397536732673	nonsignificant
11318	1.31	0.1173	0.399725432954	nonsignificant
11481	1.23	0.1174	0.39986834817	nonsignificant
17335	0.56	0.1175	0.400011122096	nonsignificant
11094	0.86	0.1177	0.400098667325	nonsignificant
12033	0.39	0.1177	0.400098667325	nonsignificant
13320	0.79	0.1177	0.400098667325	nonsignificant
13317	2.84	0.1178	0.400241045881	nonsignificant
19466	0.0	0.1179	0.400383284024	nonsignificant
14582	1.25	0.1183	0.400753615347	nonsignificant
16871	2.69	0.1182	0.400753615347	nonsignificant
17484	0.52	0.1182	0.400753615347	nonsignificant
17840	1.9	0.1181	0.400753615347	nonsignificant
19631	0.71	0.1183	0.400753615347	nonsignificant
13451	1.24	0.1186	0.401516159136	nonsignificant
13568	7.41	0.1187	0.401516159136	nonsignificant
18457	0.0	0.1187	0.401516159136	nonsignificant
13706	0.81	0.1188	0.401600931829	nonsignificant
15306	0.89	0.1189	0.401600931829	nonsignificant
17809	1.59	0.1189	0.401600931829	nonsignificant
13091	0.67	0.1191	0.401685455436	nonsignificant
14850	0.8	0.1191	0.401685455436	nonsignificant
15412	0.76	0.119	0.401685455436	nonsignificant
16331	1.17	0.1192	0.401825942242	nonsignificant
12342	0.0	0.1194	0.401909970674	nonsignificant
13858	1.42	0.1194	0.401909970674	nonsignificant
15887	2.13	0.1193	0.401909970674	nonsignificant
16714	1.84	0.1196	0.402386516854	nonsignificant
19410	0.49	0.1197	0.402526318359	nonsignificant
19004	0.69	0.1199	0.403002098585	nonsignificant
13489	0.82	0.12	0.403141463415	nonsignificant
12340	1.43	0.1202	0.403223283	nonsignificant
13612	0.74	0.1201	0.403223283	nonsignificant
17525	12.36	0.1202	0.403223283	nonsignificant
14299	1.19	0.1203	0.403362268744	nonsignificant
14103	0.88	0.1205	0.40363983463	nonsignificant
14222	0.8	0.1205	0.40363983463	nonsignificant
17111	0.78	0.1207	0.40411322314	nonsignificant
14873	1.21	0.1213	0.40592473275	nonsignificant
13503	1.32	0.1216	0.406731034483	nonsignificant
12810	0.0	0.1218	0.406807274491	nonsignificant
17569	1.7	0.1218	0.406807274491	nonsignificant
17800	0.47	0.1217	0.406807274491	nonsignificant
13528	7.79	0.122	0.407277750848	nonsignificant
12071	1.43	0.1221	0.407414098837	nonsignificant
15060	1.35	0.1225	0.408550847458	nonsignificant
15678	1.24	0.123	0.409758192363	nonsignificant
16033	0.77	0.1231	0.409758192363	nonsignificant
17232	0.59	0.1231	0.409758192363	nonsignificant
18648	0.61	0.1231	0.409758192363	nonsignificant
11637	0.56	0.1233	0.410225652174	nonsignificant
16533	0.0	0.1235	0.41069266055	nonsignificant
15826	0.86	0.1236	0.410826833977	nonsignificant
15828	1.32	0.1238	0.411094792671	nonsignificant
18888	8.12	0.1238	0.411094792671	nonsignificant
12968	1.26	0.1239	0.411228578313	nonsignificant
12702	1.38	0.124	0.41129773821	nonsignificant
15753	1.4	0.1241	0.41129773821	nonsignificant
17384	1.42	0.1241	0.41129773821	nonsignificant
11860	0.83	0.1243	0.411762433862	nonsignificant
14480	0.9	0.1245	0.412028592023	nonsignificant
15282	2.42	0.1245	0.412028592023	nonsignificant
11577	1.42	0.1246	0.412161479347	nonsignificant
11201	0.83	0.1248	0.412426871401	nonsignificant
11330	0.62	0.1248	0.412426871401	nonsignificant
14957	1.3	0.1249	0.412559376499	nonsignificant
10748	1.6	0.125	0.412691754554	nonsignificant
12076	0.63	0.1253	0.413483996167	nonsignificant
15429	1.52	0.1259	0.414867607656	nonsignificant
16760	50.0	0.1259	0.414867607656	nonsignificant
17155	1.73	0.1259	0.414867607656	nonsignificant
19641	1.65	0.1263	0.415986657102	nonsignificant
14571	0.72	0.1264	0.416117017208	nonsignificant
17551	1.24	0.1265	0.416247252747	nonsignificant
14251	1.51	0.1267	0.416507350835	nonsignificant
15521	1.4	0.1267	0.416507350835	nonsignificant
12952	1.17	0.1268	0.41663721374	nonsignificant
13077	3.89	0.1269	0.41676695279	nonsignificant
14562	0.8	0.1271	0.417224833174	nonsignificant
17401	0.56	0.1273	0.417682277275	nonsignificant
15463	1.52	0.1274	0.417811333333	nonsignificant
13247	1.77	0.1276	0.417999001901	nonsignificant
15823	1.21	0.1277	0.417999001901	nonsignificant
16074	0.72	0.1277	0.417999001901	nonsignificant
18373	0.64	0.1276	0.417999001901	nonsignificant
15478	1.31	0.1278	0.41812760095	nonsignificant
15470	0.87	0.1279	0.418256077873	nonsignificant
10345	1.64	0.1281	0.418314224751	nonsignificant
15874	0.8	0.1281	0.418314224751	nonsignificant
19497	1.64	0.1281	0.418314224751	nonsignificant
14614	1.19	0.1282	0.418442369668	nonsignificant
10474	0.86	0.1283	0.418570393179	nonsignificant
10774	1.21	0.1286	0.419152011358	nonsignificant
17402	1.35	0.1286	0.419152011358	nonsignificant
15312	1.32	0.1287	0.419279517502	nonsignificant
11635	0.0	0.1289	0.419335994332	nonsignificant
12115	4.34	0.1289	0.419335994332	nonsignificant
15751	0.23	0.1288	0.419335994332	nonsignificant
16743	1.53	0.129	0.419463172805	nonsignificant
15835	1.88	0.1291	0.419590231241	nonsignificant
13776	0.82	0.1293	0.420042028302	nonsignificant
17198	0.0	0.1294	0.420168694012	nonsignificant
15517	1.71	0.13	0.421918001885	nonsignificant
12747	0.4	0.1303	0.422493455744	nonsignificant
16992	0.87	0.1303	0.422493455744	nonsignificant
12793	1.22	0.1305	0.42274388523	nonsignificant
15830	0.73	0.1305	0.42274388523	nonsignificant
10886	26.3	0.1309	0.423442132457	nonsignificant
10980	1.25	0.1309	0.423442132457	nonsignificant
12988	1.8	0.1308	0.423442132457	nonsignificant
13286	1.3	0.1311	0.423691083998	nonsignificant
18956	1.51	0.1311	0.423691083998	nonsignificant
14765	0.83	0.1315	0.424784474672	nonsignificant
12681	1.44	0.1317	0.425231082982	nonsignificant
12836	1.38	0.1319	0.425601123596	nonsignificant
13930	1.65	0.132	0.425601123596	nonsignificant
