OG_15993	NOL11
OG_20329	CIAO1
OG_17495	EXOS4
OG_16543	ABCF2
OG_16542	UB2J2
OG_16544	EPT1
OG_17497	CAF1B
OG_17490	TM138
OG_17491	CCD25
OG_17238	NSE1
OG_17492	ZNRF2
OG_17231	SNX27
OG_17232	RAP1B
OG_17233	NDK5
OG_17237	IYD1
OG_16729	C12orf57|autism_S
OG_16728	DCXR
OG_16725	CC50A
OG_16724	IMPA1
OG_16727	TEKT2
OG_16726	ATPA
OG_16721	S36A1
OG_16720	FUCO2
OG_16723	MED27
OG_13807	KPCI
OG_13805	ARI1
OG_13803	CD047
OG_13800	GALT7
OG_13809	AP3B2|neuro
OG_13808	SNX25
OG_18357	BL1S5
OG_19733	ICT1
OG_19731	SNW1
OG_15409	A2ML1
OG_15408	VAC14
OG_15158	KC1A
OG_15157	PAI2B
OG_15156	EME1
OG_15155	KANL3
OG_15153	VAS1
OG_15152	TSN33
OG_15151	T161B
OG_18359	NDUA7
OG_11090	PRP19
OG_11096	FBP1L
OG_11095	SPEF2
OG_18060	COQ3
OG_18061	NDUA8
OG_18062	CXXC1
OG_18063	MGAT1
OG_18065	TCO2
OG_18067	FLOWR
OG_18068	BRK1
OG_18069	SPT20
OG_14572	EDA
OG_14573	RENT1
OG_14570	T184B
OG_14571	THOP1
OG_14576	HDAC4|autism_S
OG_14577	ACTN1
OG_11276	GLPK5
OG_14579	STX8
OG_11272	BRCA1
OG_11273	MSD3
OG_18604	ING3
OG_18605	RSU1
OG_18607	MAGT1
OG_18600	PRDX3
OG_18609	NDUV2
OG_14335	FKBP6
OG_19899	TBD
OG_19890	EFC10
OG_19891	COXM2
OG_19897	GLDN|neuro
OG_14333	AAK1
OG_16069	CCD47
OG_16062	STK38
OG_16063	LMAN1
OG_16060	RIOK2
OG_16061	DHSO
OG_16066	VTI1A
OG_16064	SH3G3|neuro
OG_16065	IPO11
OG_13652	T2AG
OG_13653	VPS36
OG_13650	BBS1
OG_13651	DISP1
OG_13656	KIRR1
OG_13657	EMC6
OG_13654	TRM7
OG_13655	UTP11
OG_13128	GLSK
OG_13129	MEMO1
OG_13658	SAE1|autism_0
OG_13659	CMC4
OG_18850	GAK
OG_17686	PTPN11|autism_4
OG_12927	MIGA2
OG_18252	ARV1
OG_12926	COXM1
OG_12925	DKC1
OG_11878	K1841
OG_11879	TKFC
OG_12924	NXN
OG_11870	NINJ1
OG_12691	COQ7
OG_11873	CGRF1
OG_11874	GUF1
OG_11875	RSPH1
OG_11876	SET1A
OG_12690	RF1ML
OG_18333	F166B
OG_12921	IFT20
OG_12920	UBL5
OG_18488	FBX36
OG_18489	ZCH10
OG_18338	ASS1|autism_5
OG_18339	BOK
OG_18482	AQP4|neuro
OG_18483	S17A9
OG_12523	GLMP
OG_12522	CCNE1
OG_12837	CNPD1
OG_12520	PMF1
OG_12299	EPG5
OG_12529	ABCB8
OG_12839	TOB2
OG_12838	FBX21
OG_14969	CH10
OG_14968	DD19A
OG_14961	PKHM2
OG_14960	GAR1
OG_14963	CNOT9
OG_14962	PGK1
OG_14964	ATD3B
OG_14966	KAT2A
OG_12747	PLBL2
OG_12746	ULK2
OG_12745	DYN1|neuro
OG_12743	CC112
OG_12742	TM129
OG_12740	SCAPE
OG_12748	ERCC6
OG_19472	ECSIT
OG_11308	MINT
OG_14297	AGK
OG_14296	ECHB
OG_14294	WASC3
OG_14293	KBRS2
OG_14291	TCAIM
OG_14290	PIMT
OG_19072	PGRC2
OG_19073	TT39B
OG_19074	MO4L1
OG_11304	TPST2
OG_14299	S29A1
OG_14298	TM147
OG_14489	CSRN2
OG_17927	NMT1
OG_10601	DDX55
OG_18479	CNOT3|autism_3
OG_18478	PDIA1
OG_15211	DDX56
OG_15212	SUFU
OG_15213	NEU1B
OG_15216	WDR34
OG_15217	SUOX
OG_17461	SCX
OG_14749	S2535
OG_14748	PTN23
OG_17460	FER3L
OG_14747	DEN1A
OG_14746	NUP133|autism_4
OG_14743	STT3A
OG_14742	SYVC
OG_17466	U2AFM
OG_18154	HIS1
OG_18299	TONSL
OG_18293	TM256
OG_18291	PTN14
OG_18290	KGUA
OG_18297	PURA
OG_18295	MED20
OG_18157	SEP15
OG_16528	NMD3
OG_16525	TBCD
OG_16524	MED14
OG_16523	CDKAL
OG_16522	DJC14
OG_16521	CALU
OG_17218	RM52
OG_17216	MOGT2
OG_17214	SAP
OG_17215	GLI3
OG_17211	ACE|autism_4
OG_16291	ACSF4
OG_16290	AEBP2
OG_16292	KC1G3
OG_16298	HINT3
OG_12193	PSD11
OG_12196	DPP10|autism_3|neuro
OG_12197	DYM
OG_12194	SART3
OG_12195	UBP48
OG_12198	MYO3A
OG_12199	CTNL1
OG_12999	ARP5
OG_12992	RREB1
OG_12993	ELP3
OG_12991	CP070
OG_12996	PCKGM
OG_12994	SMRCD
OG_12995	MGN
OG_13359	MSI2H
OG_13358	DPP9
OG_13829	IF122
OG_13828	HDHD1
OG_13825	FUND1
OG_13824	OSGEP
OG_13827	MFF
OG_13820	INT9
OG_13355	RM51
OG_13822	DPH6
OG_19243	GBG13|neuro
OG_19241	RS23
OG_19247	VATD
OG_19249	JOS2
OG_18487	FLCN
OG_15175	RM43
OG_15177	K2026
OG_15171	PGM1
OG_15170	FXR1
OG_15173	TRM1
OG_15172	MEG11|neuro
OG_15178	VINC
OG_17966	NFIP1
OG_11071	SASH1
OG_11072	PHRF1|autism_3
OG_11074	GOGA2
OG_11075	MEIS1
OG_11077	SCN2A|autism_1|neuro
OG_11078	RNH1
OG_18044	DNJC7
OG_18043	COR1C
OG_18041	ABD18
OG_18048	HPF1
OG_18049	S35E3
OG_11217	RIF1
OG_11211	T132A|neuro
OG_11212	MYO5A|autism_3
OG_18620	TMM42
OG_18626	CBL
OG_18627	EFGM
OG_20316	SVIP
OG_20310	TIM8A
OG_20312	CR032
OG_20318	BET1
OG_13240	RNH2B
OG_17029	SPSB3
OG_17028	SAV1
OG_13243	BYST
OG_17023	FBX11
OG_17024	DPP3
OG_17027	OGG1
OG_16889	RRNAD
OG_16880	EDF1
OG_16881	RAGP1
OG_16882	TSC1|autism_S
OG_16883	ZY11B
OG_16884	SRPK1
OG_16885	SAPC2|neuro
OG_16886	T2EB
OG_13242	RAB7A
OG_19872	WFDC2
OG_19873	GARS
OG_19875	NUP43
OG_18761	RL37
OG_13245	RPGP1|neuro
OG_17476	GHITM
OG_16080	BDH
OG_16081	CIDEB
OG_16082	HIRP3
OG_16083	MALT1
OG_16086	VGLU1|neuro
OG_16087	MIA2
OG_16088	TRPV6
OG_13244	MND1
OG_13107	PDS5B
OG_13104	PDE12
OG_13102	NCLN
OG_13103	CS043
OG_13101	PAIRB
OG_13108	UBP20
OG_18707	FIBP
OG_13246	DLG5
OG_11858	DCAF1
OG_11857	SLC38A10|autism_3
OG_11855	GLNA
OG_11852	BUD13
OG_11850	CI135
OG_18764	SOSB1
OG_12509	PAWR
OG_12823	SC22B
OG_12501	CAZA1
OG_12500	QSPP
OG_12503	UBE2F
OG_12505	IMDH2
OG_12504	DOT1L
OG_12507	LBR
OG_12506	RPS6KA3|autism_4
OG_18837	BRM1L
OG_18836	UBAD2
OG_18835	MTMR9
OG_12533	RT25
OG_18833	ZN511
OG_18832	R144A
OG_18839	RT36
OG_12535	SF3B6
OG_12824	CDK12
OG_12289	TMX2
OG_14909	GYS1
OG_14908	VDAC2
OG_14907	BTBD3
OG_14906	HTR5B
OG_14905	YY1|autism_S
OG_14904	G6PT3
OG_14903	NB5R5
OG_14902	PUR4
OG_14901	TOP3B|autism_4
OG_14900	CRML
OG_12769	UBR3
OG_12768	UBE3B|autism_5
OG_18740	GXLT1
OG_12765	DCTN2
OG_12764	UBA1
OG_12767	THOC6
OG_12766	NTF2
OG_12761	BPTF
OG_12760	SDK2
OG_12763	KIF12
OG_18742	RT23
OG_18215	ANR40
OG_18214	MFAP1
OG_18748	COMD3
OG_18219	COA5
OG_13754	DPOE1
OG_11688	FBX42
OG_11683	ARFP2
OG_11682	PPM1G
OG_11681	HS3ST5|autism_4|neuro
OG_11687	WASF3|neuro
OG_11686	T10B
OG_11685	ABCE1
OG_19501	ITFG2
OG_19502	SGTA
OG_19059	PHB2
OG_19056	R113A
OG_19057	OFUT2
OG_19054	ASPC1
OG_19051	MD2L2
OG_10621	EFCB1
OG_10627	SARM1
OG_17904	PTCD2
OG_18455	GATA4
OG_18454	EMC7
OG_18456	MED21
OG_18451	ARGI2
OG_15238	SMARCC2|autism_2
OG_15239	CDA7L
OG_15236	EXD2
OG_15237	STA5B
OG_15234	SPCS
OG_15235	F10C1
OG_15233	STAR7
OG_15230	OAT
OG_11531	HLF
OG_11532	SYLM
OG_14014	B3GLT
OG_11537	NWD2|neuro
OG_14019	C1GLT
OG_10485	PKHG4
OG_10482	RB3GP
OG_10481	IL16|autism_0
OG_17035	TOM22
OG_18928	POMP
OG_16505	MNT|autism_4
OG_15405	PPM1L
OG_16507	CCD93
OG_16506	PHKG1
OG_16501	DDX51
OG_16503	TM41B
OG_16509	BMI1
OG_15407	MEIOC
OG_15154	GPAT1
OG_15401	DDX20
OG_17294	AEDO
OG_17270	DOLK|autism_0
OG_17272	ATP5L
OG_17273	NRL
OG_17292	HELQ
OG_15402	DTWD2
OG_17278	ST65G
OG_17293	CB042
OG_18922	CF120
OG_17291	UBE3A|autism_3
OG_18874	AR6P6
OG_11999	MED4
OG_11998	IKBA
OG_11997	ERLEC
OG_11995	CC191
OG_11991	MA2B1
OG_13599	T53I1
OG_13598	LSM2
OG_13594	DET1
OG_13597	DBNL
OG_13590	IDD
OG_13593	S2546
OG_12970	ORAI2
OG_12971	ZCHC8
OG_12972	OSBL8
OG_12973	CREST
OG_12976	FA58A
OG_12977	NCBP3
OG_12978	PAHX
OG_12979	DUOX1
OG_13371	K1161
OG_13370	NGLY1
OG_13373	CNDG2
OG_13375	SOD1|autism_0
OG_13377	B4GT7
OG_13376	UBP8
OG_13378	COG7
OG_11056	FRYL
OG_11057	EMC8
OG_11055	MYLK
OG_11052	KCNMA1|autism_4
OG_11051	NEUS|neuro
OG_19261	IFT43
OG_19262	CXXC4|neuro
OG_19265	LY66D
OG_19264	KAD3
OG_18024	MTFP1
OG_18025	SYT1|neuro
OG_18026	ADAL
OG_18020	GOLM1
OG_18021	THUM3
OG_18022	CREL1
OG_11233	ATS7
OG_11231	CAF1A
OG_11236	TLN1
OG_11235	TACO1
OG_19199	EMRE
OG_19193	LERL1
OG_19191	UBE2T
OG_19190	FTM
OG_14461	NFKB2
OG_14462	RL24
OG_14463	ST7L
OG_14464	RPAP1
OG_14465	CLCC1
OG_14466	TIMP3
OG_14467	NGN3
OG_10549	RPGR1
OG_10548	SMUG1
OG_16310	EYA4
OG_16313	RSBNL
OG_16314	GLGB
OG_16315	TALDO
OG_19857	STAU2
OG_19855	BARD1
OG_19850	YIF1B
OG_13168	SRGP1
OG_13169	TPC1
OG_13164	PTC1
OG_13165	RSH4A
OG_13166	KIME
OG_13167	P3C2B
OG_13160	EXOS9
OG_13162	SP30L
OG_17959	KAPCA
OG_17958	HEM3
OG_11834	ATS3
OG_11835	TTC37
OG_11836	MK67I
OG_11837	AMPH|neuro
OG_11830	ANO4|neuro
OG_11833	TSN5|neuro
OG_11838	USB1
OG_11839	RBBP5
OG_18706	CDC37
OG_17950	MOCS1
OG_17953	GLO1|autism_4
OG_18990	H2AV
OG_13789	VP37B
OG_17952	GSTCD
OG_13780	C42S2
OG_13781	SIR2
OG_13783	PNCB
OG_13784	CSN6
OG_13785	MCCA
OG_13786	TM209
OG_18991	CAV1
OG_12569	MIPEP
OG_12568	CUL4B
OG_12567	MCF2L
OG_12566	GLYG
OG_12565	LCMT1
OG_12564	SNTG1|neuro
OG_12563	KAP0
OG_12562	GCP60
OG_12561	ATMIN
OG_12560	ALR
OG_11278	T151B|neuro
OG_14925	MABP1
OG_14924	ATPG
OG_14926	IF2G
OG_14921	BRSK2|neuro
OG_14920	CSN4
OG_14922	RUVB2
OG_15328	SUPT3
OG_14929	EMC3
OG_14928	TB10A
OG_12783	CNDD3
OG_12782	TOPK
OG_12781	CRHR2|autism_5
OG_12780	SPNS1
OG_12786	RER1
OG_12785	PPCE
OG_12784	RIP
OG_18460	ESF1
OG_12789	ANR29
OG_18461	GOSR2
OG_14028	DDX47
OG_17007	LA
OG_17006	YLPM1
OG_12413	XRN2
OG_17005	AL3A2
OG_12412	BPNT1
OG_12411	T179A|neuro
OG_15030	MIC60
OG_12410	DRC7
OG_15034	RM35
OG_15035	KMT2C|autism_2
OG_15036	CISD2
OG_15037	ERCC1
OG_15038	HPS1
OG_12417	ALG2
OG_15784	NDUF6
OG_15785	TTLL4
OG_15782	MCRS1
OG_14750	F262
OG_15780	RABX5
OG_14253	CDC16
OG_14252	APH1B
OG_14251	PDC6I
OG_14751	METK2
OG_14257	PX11C
OG_14256	MED17
OG_14255	FUT6
OG_14254	LRRC1|autism_4
OG_14259	AMRP
OG_14258	IDLC
OG_14757	PCFT
OG_19034	ARI2
OG_13942	RRAGD
OG_19032	MCRI2
OG_13943	DHX57
OG_14755	TPK1
OG_13940	DLP1
OG_13941	TM268
OG_13415	JAK2
OG_15255	HOP
OG_15256	RN139
OG_15257	2ABD
OG_15251	STK10
OG_15252	PUF60
OG_13945	PSMD1
OG_15258	ASGL1
OG_15259	GRPE1
OG_11557	AT10D
OG_11556	RBM25
OG_11555	EPS8|autism_0
OG_11553	MTMRD
OG_11551	CLSPN
OG_11550	MY18A
OG_19451	ZCRB1
OG_19454	DAW1
OG_17493	NELFD
OG_17784	CHIC2
OG_17785	BAP18
OG_17787	DGKB|neuro
OG_17781	RAB2A|autism_3
OG_17782	PAPOG
OG_17783	CEP78
OG_17788	PSA6
OG_17789	CT024
OG_17488	MED8
OG_14789	GOGA1
OG_14788	SNR25
OG_17486	MTUS1
OG_14781	IF2B2
OG_14780	DDX10
OG_14783	DPOLQ
OG_14782	CPSF3
OG_14787	CK5P2
OG_17481	NDUAC
OG_17480	BTBDA
OG_16789	FXL16|neuro
OG_16788	ARC1A
OG_16786	PTN1
OG_16785	HMCES
OG_16784	ARMC8
OG_16783	ABHDD
OG_16782	SCMC2
OG_16781	RC3H1
OG_16780	HYCCI
OG_12288	PICAL
OG_20121	EXOS2
OG_12287	PCH2
OG_16129	NOG1
OG_16128	PRAF3
OG_16123	PPM1H
OG_16121	DHX35
OG_16120	UVRAG
OG_16127	PSMD6
OG_16126	NOL9
OG_16125	SFSWA
OG_12284	TYDP1
OG_13573	CCD43
OG_13572	CBPD
OG_13570	ASB17
OG_13577	SYNC
OG_13576	UGDH
OG_13575	VPS53
OG_13574	XPF
OG_13579	ANGP4
OG_13578	SUGP1
OG_12956	PPIL3
OG_12957	MPPA
OG_12954	PUR1
OG_12955	XPP3
OG_12952	SMG7
OG_12953	SDA1
OG_12950	LSM3
OG_12951	RO60
OG_12958	EF1B
OG_12959	USO1
OG_13317	TMA16
OG_13314	NUP88
OG_13313	CUX1
OG_13311	UH1BL
OG_13310	HMGB1
OG_13319	MZB1
OG_13318	LIPT2
OG_11034	FA20C
OG_11037	MGST1
OG_11030	PTPRD|neuro
OG_12048	TCPH
OG_12040	SAHH
OG_12041	THOC1
OG_12042	SYMPK
OG_12046	PLB1
OG_18002	RM15
OG_18003	PP1R7
OG_18000	GSTT1
OG_18001	RGP1
OG_18006	MRRP3
OG_18007	SYRM
OG_18004	DDHD1
OG_18005	ANRA2
OG_18558	SH3KBP1|autism_5
OG_18008	SRPRA
OG_18009	MYP2|neuro
OG_11783	AHR
OG_11780	HYAS3
OG_11781	MOCOS|autism_5
OG_11784	FANCJ
OG_11785	TRFM
OG_11789	HUWE1|autism_0
OG_10786	CE164
OG_14449	K1109
OG_14447	RECQ5
OG_14444	SAC31
OG_14445	UBE2A
OG_14443	RM04
OG_14440	ISM1
OG_17064	PHOCN
OG_10563	TGRM2
OG_10564	NF1|autism_S
OG_10566	APOD
OG_10569	NSA2
OG_10568	KI13A
OG_17069	RPB7
OG_17068	TFAM
OG_16336	MAPK2
OG_16337	G6PD
OG_16334	NUP50
OG_16335	STRP1
OG_16332	LIN9
OG_16339	EDC3
OG_17228	TM164
OG_13146	KATNAL1|autism_4
OG_13147	AMPD2
OG_13144	KCTD9
OG_13148	SENP1
OG_13149	TBCB
OG_12660	SMDC1
OG_12661	TMM8A
OG_12662	POMT2
OG_12663	GPS2
OG_12664	KIF2A
OG_12666	CRLS1
OG_12667	PNPT1
OG_11819	T11L1
OG_11812	GSC
OG_11813	MOB2
OG_11811	CDK7
OG_11816	CC2D1A|autism_3
OG_11814	UBQL1
OG_18493	TM7S3
OG_18492	RM28
OG_18325	CTIP
OG_18324	CF136
OG_18499	ISCA2
OG_18498	SMI21
OG_12544	STT3B
OG_12547	VP13A
OG_12230	PURA1
OG_12541	TERA
OG_12543	CLPP
OG_12549	DAG1
OG_12548	S11IP
OG_16285	SMCE1
OG_14495	TM9S4
OG_11310	DAB2P
OG_11313	ABAT|autism_4|neuro
OG_15016	RL26
OG_15017	RGS12
OG_15014	NHLC2
OG_15015	ACDSB
OG_15012	PSMD4
OG_15013	RTKN2
OG_14491	VIL1|autism_3
OG_15018	HIG2A
OG_15019	ADDA
OG_19018	DNLZ
OG_19019	FBW1A
OG_14493	MCES
OG_14492	MASU1
OG_19017	DZI1L
OG_15278	CAN9
OG_15279	UPF2|autism_5
OG_15272	SPRE2
OG_15273	DTD1
OG_15270	PMS2
OG_15271	TF2H4
OG_15276	CCNC
OG_15277	FDX2
OG_15274	GCC1
OG_15275	GRWD1
OG_17415	RPN2
OG_17416	TYSD1
OG_17417	RM50
OG_17410	SUZ12
OG_17411	FYV1
OG_17412	MET22
OG_14279	PREP
OG_14278	DRG2
OG_14271	ANC2
OG_14270	ALG1
OG_14273	DLRB2
OG_14272	ANGE2
OG_14274	UBP16
OG_14277	K2013
OG_13121	TATD1
OG_15908	DDX46
OG_15909	CE162
OG_18769	K1143
OG_13123	TM199
OG_13124	GTPB3
OG_15902	RECK
OG_15904	SYF2
OG_15905	3BP5L
OG_15906	CLASP1|autism_3
OG_13125	ZO2
OG_13126	BEST2
OG_13127	MIPT3
OG_14058	WDR13
OG_14055	NAV2|autism_3
OG_14053	UBP54
OG_20145	MET7A
OG_20146	RS14
OG_20147	PRP6
OG_16101	U3IP2
OG_16100	EFNB1
OG_16103	EPHX4|neuro
OG_16102	GDA|autism_0|neuro
OG_16105	TBCE
OG_16104	TOMM20|autism_5
OG_16107	RS3
OG_16106	TDO2|autism_4
OG_16109	PCP
OG_16108	PCF11
OG_13559	TSSC1
OG_13551	UFSP2
OG_13552	MBOA2
OG_13555	NCOA6
OG_13554	AIFM1
OG_13557	CSK
OG_13556	PNO1
OG_13087	RBM39
OG_13086	ASNA
OG_13085	INT12
OG_13084	ZRAB2
OG_13083	FRITZ
OG_13082	NAA40
OG_13081	FBX32
OG_13089	FEN1
OG_13088	ROR1
OG_13339	BL1S4
OG_13338	SNX4
OG_13889	MFSD8
OG_13888	TBC14
OG_13887	ALDH5A1|autism_S
OG_13886	CCDC6
OG_13884	RPOM
OG_13882	PYRD1
OG_13881	DNMT1
OG_13880	ZC4H2
OG_15486	FA92A
OG_15481	TILB
OG_15480	MYOD1
OG_15482	MMAD
OG_15488	SEM6A
OG_18999	NDUA1
OG_12688	JKAMP
OG_12938	NSUN4
OG_12939	SPEF1
OG_12934	SEN2
OG_12935	AIG1
OG_12681	NOVA2|neuro
OG_12930	CLVS1|neuro
OG_12931	RAD17
OG_12932	CDC45
OG_12933	PSDE
OG_11012	TAU|neuro
OG_11016	ECI1
OG_11018	FAT4
OG_19227	MBD2
OG_19226	FKB1B|neuro
OG_12068	ACACA
OG_12069	MCM3
OG_12064	HXA7
OG_12062	TM115
OG_12060	CGL
OG_12061	CTL1
OG_18577	SIVA
OG_18575	PARG
OG_18570	IQCG
OG_18571	SEN54
OG_18579	AAGAB
OG_11877	QCR6
OG_19489	TPPC5
OG_10763	CRTC1
OG_10767	SYAP1|autism_0
OG_10766	GLYR1
OG_10765	DNM3B
OG_10764	7B2|neuro
OG_14425	OX2R
OG_14426	SPAT5
OG_14427	NEPRO
OG_14422	MYLIP
OG_14428	HYLS1
OG_14429	PSF1
OG_10506	ETFD
OG_18685	DDX17
OG_18686	BIRC5
OG_18680	GBB2
OG_20085	NANP
OG_20089	PCMD1
OG_19816	HMMR
OG_19819	RM09
OG_17494	BTBDH|neuro
OG_11612	BICD2
OG_11613	PYRG1
OG_16358	MTMRA
OG_16359	ALG8
OG_11614	UBP34
OG_16357	MTMR6
OG_16350	MARC1
OG_16352	TSN9
OG_14224	MTNB
OG_14225	FLI1
OG_14886	RBL1
OG_14887	SPIR1
OG_14228	PXDN|autism_0
OG_14229	CPSF5
OG_16236	BLMH
OG_16234	CACNA1C|autism_S
OG_14158	STK16
OG_14159	AT131
OG_16230	GSK3B|autism_5
OG_12219	NRAM2
OG_12218	BMR1B
OG_12210	SRSF2
OG_12212	5NTD
OG_12215	ZCH24
OG_12214	PPBT
OG_12217	KAT6B
OG_12216	ECE1
OG_12291	CATD
OG_12834	NDUA6
OG_12293	VGLL4
OG_12836	RHG20
OG_16238	RFIP1
OG_14152	ECHM
OG_12297	TF3C1
OG_11435	KCNH5|neuro
OG_13832	PHF10
OG_17803	3HIDH
OG_11436	PEBB
OG_11437	DCTN5|autism_5
OG_13830	PICK1
OG_18226	SKOR1
OG_13831	RCOR3
OG_18227	SOAT1
OG_13836	RL12
OG_13837	CTBL1
OG_17802	NAKD2
OG_13346	LZTR1|autism_3
OG_18223	NPL
OG_18220	RFC3
OG_18221	FA89B
OG_19701	ENDOU
OG_15938	TRRAP
OG_15079	M3K15
OG_15075	PGAM2
OG_15076	HDC
OG_15070	R3HCL
OG_15072	LTOR5
OG_15073	SRP72
OG_19563	CTDS1
OG_19564	MED25
OG_17807	PKHF2
OG_15290	IKKB
OG_15292	GCN1
OG_15293	SEC63
OG_15294	NDNF
OG_15296	DGLB
OG_15299	ASML
OG_12415	SRP14
OG_12414	ZFY26
OG_14219	DIP2C|autism_2
OG_14218	RECQ4
OG_14217	FCSD2
OG_14215	TBC25
OG_14214	B3A2
OG_14213	NRM
OG_14212	COQ4
OG_14211	S35D1
OG_14210	DUS1L
OG_17741	EXOS1
OG_17742	GOGA7
OG_17743	GRK5
OG_17744	RRP12
OG_17746	RHBL4
OG_17748	MET25
OG_18212	NUP85
OG_18211	SMD3
OG_18217	GGPPS
OG_18216	ESYT2
OG_15929	RING2
OG_15926	PROM1
OG_15927	NUBP2
OG_15924	MCCB
OG_15925	CL16A
OG_11593	LIAS
OG_11591	COQ9
OG_11595	UB2G2
OG_18959	CC115
OG_17930	CA159
OG_18984	IMA1
OG_17298	RAB3C|neuro
OG_18955	PCID2
OG_17573	DUS2L
OG_18956	UFD1
OG_17572	ERI3
OG_17571	MIRO1
OG_20164	SDHF3
OG_18950	HSDL1
OG_18951	RIFK
OG_17579	GPSM2
OG_17578	TPC
OG_16166	PIPNA
OG_16162	FGD4
OG_16161	SYHC
OG_16168	ERP29
OG_13539	TMM68
OG_13537	EFR3B|neuro
OG_13536	ARFG2
OG_13535	DCAKD
OG_13534	GPT11
OG_13533	TM234
OG_13532	SLMAP
OG_13531	IF4G3
OG_13530	LZIC
OG_12912	NOC4L
OG_12910	PLPL7
OG_12911	UCK2
OG_12916	BUD23
OG_12917	GAPD1
OG_12914	GRP78
OG_12669	AKA10
OG_12918	INT4
OG_12919	FOLC
OG_18568	FA32A
OG_12004	STOX1
OG_12006	TBC30
OG_12000	PRP17
OG_12001	DDX1
OG_12002	DCTN4
OG_12009	DNAI1
OG_11294	XRCC6
OG_11295	TXND6
OG_11290	DAGLA|autism_0|neuro
OG_11291	AP2A
OG_11292	NAA60
OG_11293	NR6A1
OG_17576	DHRS7
OG_10749	RFWD2|autism_5
OG_10741	SRF
OG_10740	NGEF|neuro
OG_10742	PDE4D
OG_10744	DLX1|autism_5|neuro
OG_10747	NKX11
OG_18519	QKI
OG_18514	COMDA
OG_18516	NNRD
OG_18517	CCD58
OG_18511	LSM5
OG_18512	TTC25|autism_4
OG_11439	BMPER
OG_14408	AVR2B
OG_14409	ADHX
OG_14402	ZDH23
OG_14403	COMD8
OG_14400	RT10
OG_14401	PRD10
OG_14407	PRTG
OG_14404	UBA3
OG_14405	IF4B
OG_19602	LYPL1
OG_19600	KAD2
OG_19607	CX6B1
OG_19606	RS15
OG_10529	CTNA2|neuro
OG_10520	PO2F2
OG_19079	SET
OG_17171	RM27
OG_17170	YC006
OG_17176	ICE2
OG_17174	CSTF2
OG_16801	FBXO33|autism_4
OG_16802	TAZ
OG_19075	PDIP2
OG_16372	IFRD1
OG_16373	CAPSL
OG_16371	SSPO|autism_4
OG_16376	VP37A
OG_16374	PFD1
OG_16375	ABCF3
OG_16808	GRL1A
OG_12532	SUCHY
OG_16378	PIGA
OG_16806	PDPK1
OG_16807	GOT1B
OG_16809	SPN1
OG_17928	DI3L2
OG_17925	TXD15
OG_20200	RL29
OG_17926	DIM1
OG_20205	NSF1C
OG_17920	MBOAT7|autism_2
OG_17921	CG050
OG_12279	DYRK2
OG_12277	SGCZ|neuro
OG_12275	R7BP|neuro
OG_12274	GSHB
OG_12273	EHBP1
OG_12272	NFYC
OG_12271	IF2M
OG_12270	RIN2
OG_16620	NOP53
OG_16621	CF157
OG_16622	SYYM
OG_11264	P2R3C
OG_16623	ELOV6
OG_11267	PANK4
OG_16624	GDS1
OG_16625	RANB9
OG_16626	HNF4A
OG_18476	MCPH1|autism_4
OG_16627	RAB8A
OG_18475	NDUS6
OG_13278	EGLN1
OG_13279	MET15
OG_13270	FOXA2
OG_13271	SPTB2
OG_13272	VPS39
OG_13273	CSN3
OG_13274	SLC29A4|autism_0
OG_13275	VATA
OG_13276	SC23A
OG_13277	NO40
OG_17036	NDUFA5|autism_4
OG_12499	HSF2B
OG_12498	CCNK
OG_17037	SYVN1
OG_12493	FSIP2
OG_12492	NUD14
OG_12491	JAG1
OG_12490	BECN1
OG_12497	BBS4|autism_0
OG_12496	JMJD6
OG_12495	DNJB4
OG_12494	CSR2B
OG_14038	AQP1
OG_17033	CCD61
OG_15053	CJ090|neuro
OG_15056	DCA10
OG_15726	ARGL1
OG_15728	LRC71
OG_15729	DLGP4
OG_15058	CHMP3
OG_15059	VPS51
OG_12424	ESCO1
OG_12425	WDR63
OG_14032	CTRB1
OG_12422	RT05
OG_12423	SPF45
OG_14030	NUDC
OG_13503	MGAT3|neuro
OG_12421	CN119
OG_13500	TTC8
OG_13955	KLHL3
OG_13501	INCE
OG_14035	DJC28
OG_13054	ARNT
OG_13957	DONS
OG_13055	COMD4
OG_13504	RNF14
OG_13951	SATB1
OG_13505	GPR52|neuro
OG_13950	G3P
OG_13405	RAE1L
OG_19444	TBCC
OG_19337	QPCT
OG_19440	MK14
OG_14890	RBM22
OG_14892	ARL8B
OG_14895	CHM2A
OG_14233	QCR7
OG_14899	INT1
OG_11608	MCM10
OG_14238	NDK7
OG_17767	GRHPR
OG_17764	PEX3
OG_17762	AT5F1
OG_17761	CIC|autism_2
OG_18234	LSM8
OG_15944	RASF8
OG_15945	SYDC
OG_15946	SNPC1
OG_15940	OXLD1
OG_15943	NASP
OG_15948	DAZP2
OG_15949	VPS41
OG_14091	SHOC2
OG_14090	ATF3
OG_14093	IF5
OG_14092	AGAP1|autism_4
OG_14095	SC61G
OG_12825	MUL1
OG_17954	FBRL
OG_16497	MYH10
OG_16496	CLCN3
OG_16495	EXOS6
OG_16491	PRS7
OG_16499	ETV7
OG_17818	SAHH3
OG_17819	HDHD5
OG_16639	RBBP6
OG_16638	WASC4
OG_16149	CUL5
OG_16148	PYGO1
OG_16145	PGTB1
